Stalk,Test_11,Test_12,Test_13,Test_14,Test_15,Mean,Median,Std_Dev
S01,14.43413394049395,14.767657374390081,15.831101565750044,15.629902704705637,15.889013093303198,15.310361735728582,15.629902704705637,0.6652850832549339
S02,16.069028629962126,15.942959776782848,17.719806719870622,16.111901773539305,16.12856709134439,16.39445279829986,16.111901773539305,0.7444528437040714
S03,18.882959039721083,19.481418643450283,20.032991201762226,20.436721537113055,20.497280186178042,19.866274121644942,20.032991201762226,0.683080482360973
S04,9.94661601485216,9.74561502330441,8.771415235059765,9.433260552465084,8.71650597703845,9.322682560543974,9.433260552465084,0.5594054947656036
S05,7.78797880242908,7.842042122656205,7.7900636234075025,8.610772863767687,7.532947128037937,7.912760908059683,7.7900636234075025,0.408382645922084
S06,8.03206818454786,8.026538809507395,8.408916797564448,9.677016620854756,8.181046023564138,8.465117287207718,8.181046023564138,0.6950607130270672
S07,25.230192851634158,26.09260799360683,26.032650345081176,25.208944523602636,25.368042478826553,25.586487638550274,25.368042478826553,0.43943772059765274
S08,9.188488050764905,10.083221154059736,8.75884913159542,8.514387676201848,9.04325111013827,9.117639424552035,9.04325111013827,0.5990710249469811
S09,14.786510754630655,16.09181674101741,14.467599100286082,16.370717151753226,15.123920198656691,15.368112789268812,15.123920198656691,0.8273117262404337
