rodney_config,min_force_rate,lo_pos_accel_tol,med_pos_accel_tol,hi_pos_accel_tol,lo_force_accel_tol,med_force_accel_tol,hi_force_accel_tol,best_score
Integrated Beam Prototype 1,0.5260710444158353,0.7716895348336117,0.5869405499809893,0.7880058698329857,29.94615694449088,43.902740208705325,45.25237136892081,0.1554282575320124
Integrated Beam Prototype 2,0.3683895602592149,1.5073660585629272,0.770582056671575,0.4556852366040087,45.167039433505074,43.40416414846887,39.09941445487913,0.1537062297873293
Integrated Beam Prototype 3,0.442696230056947,1.8601393049059305,0.6849329328814124,0.6841116440234505,25.029746837061477,49.90787055723895,43.48292117901446,0.18591079211104636
