Stalk,Test_71,Test_72,Test_73,Test_74,Test_75,Test_76,Test_77,Test_78,Test_79,Test_80,Mean,Median,Std_Dev
S01,24.913241915826163,19.823590422826925,20.189335297792372,24.61188991138049,14.60807544009783,26.26274640978293,19.89447714546613,24.462073786236257,26.15452489203562,31.33253284379944,23.225248806524416,24.536981848808374,4.666365491879224
S02,36.01012118247085,42.47338401806123,58.72821588928158,59.96331649304517,29.60448066440092,46.674095227554204,,33.2989903078137,19.309027616638073,,40.75770392490821,39.24175260026604,14.103465398875368
S03,20.282447755934275,18.223617320620217,10.343522367972504,9.467974310391101,9.189208759153763,14.766992548148695,18.445577501991796,26.455697164637012,22.794977281497406,16.239995835463965,16.621001084581074,17.23180657804209,5.807365625635924
S04,56.90143492428001,51.48626207265092,51.24628930438548,69.18450154945528,24.863201642756447,52.59888003013313,48.29900153257396,55.72067424464098,62.438191536624004,42.17433838584524,51.49127752233454,52.04257105139203,11.96002571658318
