==================================================================
Mass (g),Position (cm),Avg Strain 1,Avg Strain 11,Avg Strain 2,Avg Strain 3
0.0,15.0,0.044089292868589744,0.044089292868589744,0.1481025891426282,-0.07573263054220085
0.0,30.0,0.044077801880268705,0.044077801880268705,0.14806138451659642,-0.07570739038626186
500.0,15.0,0.05723186234986655,0.05723186234986655,0.15780737391570285,-0.06953337862822509
500.0,30.0,0.07153027050487988,0.07153027050487988,0.1734452347855668,-0.05372834993196322
1000.0,15.0,0.07016225961538461,0.07016225961538461,0.16801194411057693,-0.06357609675480769
1000.0,30.0,0.09878750505118535,0.09878750505118535,0.19923681500314297,-0.03210747378996049
