==================================================================
Mass (g),Position (cm),Avg Strain A1,Avg Strain B1,Avg Strain A2,Avg Strain B2
0.0,8.0,0.34955453181612317,0.24528975857419302,0.24528975857419302,0.755661875205863
0.0,16.0,0.34961387050725923,0.24526623085605523,0.24526623085605523,0.7558676743980169
500.0,8.0,0.33454326873129986,0.23918557674326796,0.23918557674326796,0.7561346825132979
500.0,16.0,0.31820262918741965,0.22479922728550772,0.22479922728550772,0.7543286321095758
1000.0,8.0,0.3198470435314231,0.2333191425186115,0.2333191425186115,0.7545433150103878
1000.0,16.0,0.28682053691208964,0.20416645088581123,0.20416645088581123,0.754690459280303
2000.0,8.0,0.2907033009572072,0.22187997628976633,0.22187997628976633,0.7559341568130631
2000.0,16.0,0.2229489154697205,0.16323194529170365,0.16323194529170365,0.7560864019520852
