Time,Force_12,Force_13,Position_12,Position_13
0.0,-0.2620395213986879,0.0006413454148685375,0.0066145864232549706,0.0
0.0040199999999988,-0.2524964483506047,-0.0004630229248956555,0.0063650963156272914,0.0
0.0080159999999995,-0.24295337530252148,-0.0015673912646598485,0.006115606207999612,0.0
0.0120439999999995,-0.23341030225443826,-0.0026717596044240413,0.005866116100371933,0.0
0.0160479999999996,-0.22386722920635507,-0.0037761279441882343,0.005616625992744253,0.0
0.0200519999999997,-0.21432415615827186,-0.004880496283952427,0.005367135885116574,0.0
0.0240559999999998,-0.20478108311018864,-0.00598486462371662,0.005117645777488895,0.0
0.0280799999999992,-0.19523801006210545,-0.007089232963480813,0.004868155669861216,0.0
0.0320999999999997,-0.18569493701402223,-0.008193601303245007,0.004618665562233537,0.0
0.0360999999999993,-0.17615186396593902,-0.009297969643009201,0.004369175454605858,0.0
0.0401239999999987,-0.1666087909178558,-0.010402337982773393,0.0041196853469781785,0.0
0.0441279999999988,-0.15706571786977258,-0.011506706322537585,0.003870195239350499,0.0
0.0481439999999988,-0.14752264482168936,-0.01261107466230178,0.00362070513172282,0.0
0.0521599999999988,-0.13797957177360615,-0.013715443002065973,0.0033712150240951407,0.0
0.0561559999999996,-0.12843649872552296,-0.014819811341830165,0.003121724916467461,0.0
0.0601599999999997,-0.11889342567743974,-0.015924179681594357,0.002872234808839782,0.0
0.0641679999999986,-0.10935035262935652,-0.01702854802135855,0.002622744701212103,0.0
0.0681719999999987,-0.0998072795812733,-0.018132916361122745,0.002373254593584424,0.0
0.0721759999999989,-0.09026420653319009,-0.01923728470088694,0.0021237644859567447,0.0
0.0761760000000002,-0.0807211334851069,-0.02034165304065113,0.0018742743783290656,0.0
0.0801800000000003,-0.06581787725294569,-0.02149360863482738,0.0008712649866587543,0.0
0.0841799999999999,-0.05573692518479777,-0.021856524568431346,0.0,0.0
0.0881959999999999,-0.04620106878807904,-0.022439366871980632,0.0,0.0
0.0921959999999995,-0.03770463477277,-0.023266626907647175,0.0,0.0
0.096195999999999,-0.030199473463285234,-0.024097668150436412,0.0,0.0
0.1001960000000004,-0.02323940782522966,-0.025148635763171157,0.0,0.0
0.1042039999999993,-0.016281960399336624,-0.025073676001366476,0.0,0.0
0.1082079999999994,-0.010315784935937341,-0.025002497317070747,0.0,0.0
0.1122160000000001,-0.003013695673000764,-0.024021536320247856,0.0,0.0
0.1162200000000002,0.003743298331468026,-0.02326050162136251,0.0,0.0
0.120239999999999,0.00856851580314406,-0.022527739477370703,0.0,0.0
0.1242400000000003,0.010919478952391782,-0.02252066828830372,0.0,0.0
0.1282560000000003,0.012725347090948542,-0.022949668487989745,0.0,0.0
0.1322840000000003,0.01299746555996846,-0.023215287614736534,0.0,0.0
0.1362839999999998,0.012820788865022676,-0.022787269591778788,0.0,0.0
0.1402999999999998,0.01155653961752715,-0.022628160778322595,0.0,0.0
0.1443159999999999,0.008758540370125462,-0.022737961217572735,0.0,0.0
0.1483159999999994,0.005765322638964615,-0.023116670923930556,0.0,0.0
0.1523199999999995,0.0022270097319282206,-0.023715306913824556,0.0,0.0
0.1563280000000002,-0.0027487528327355864,-0.024750014335675957,0.0,0.0
